"data","cat_pergunta","dado","cat_recorte","recorte","valor"
"2014-03-17","intencao_espontanea","Dilma Rousseff","idade","55 ou mais",27
"2014-03-17","intencao_espontanea","Eduardo Campos","idade","55 ou mais",3
"2014-03-17","intencao_espontanea","Lula","idade","55 ou mais",6
"2014-03-17","intencao_espontanea","Marina Silva","idade","55 ou mais",2
"2014-03-17","intencao_espontanea","NS/NR*","idade","55 ou mais",37
"2014-03-17","intencao_espontanea","Outros","idade","55 ou mais",2
"2014-03-17","intencao_estimulada","Aécio Neves","idade","16 a 24",12
"2014-03-17","intencao_estimulada","Branco e Nulo","idade","16 a 24",19
"2014-03-17","intencao_estimulada","Dilma Rousseff","idade","16 a 24",41
"2014-03-17","intencao_estimulada","Eduardo Campos","idade","16 a 24",6
"2014-03-17","intencao_estimulada","NS/NR*","idade","16 a 24",15
"2014-03-17","intencao_estimulada","Outros","idade","16 a 24",2
"2014-03-17","intencao_estimulada","Pastor Everaldo","idade","16 a 24",4
"2014-03-17","intencao_estimulada","Aécio Neves","idade","25 a 34",14
"2014-03-17","intencao_estimulada","Branco e Nulo","idade","25 a 34",25
"2014-03-17","intencao_estimulada","Dilma Rousseff","idade","25 a 34",42
"2014-03-17","intencao_estimulada","Eduardo Campos","idade","25 a 34",5
"2014-03-17","intencao_estimulada","NS/NR*","idade","25 a 34",10
"2014-03-17","intencao_estimulada","Outros","idade","25 a 34",1
"2014-03-17","intencao_estimulada","Pastor Everaldo","idade","25 a 34",3
"2014-03-17","intencao_estimulada","Aécio Neves","idade","35 a 44",14
"2014-03-17","intencao_estimulada","Branco e Nulo","idade","35 a 44",24
"2014-03-17","intencao_estimulada","Dilma Rousseff","idade","35 a 44",40
"2014-03-17","intencao_estimulada","Eduardo Campos","idade","35 a 44",7
"2014-03-17","intencao_estimulada","NS/NR*","idade","35 a 44",11
"2014-03-17","intencao_estimulada","Outros","idade","35 a 44",2
"2014-03-17","intencao_estimulada","Pastor Everaldo","idade","35 a 44",3
"2014-03-17","intencao_estimulada","Aécio Neves","idade","45 a 54",16
"2014-03-17","intencao_estimulada","Branco e Nulo","idade","45 a 54",27
"2014-03-17","intencao_estimulada","Dilma Rousseff","idade","45 a 54",37
"2014-03-17","intencao_estimulada","Eduardo Campos","idade","45 a 54",7
"2014-03-17","intencao_estimulada","NS/NR*","idade","45 a 54",9
"2014-03-17","intencao_estimulada","Outros","idade","45 a 54",2
"2014-03-17","intencao_estimulada","Pastor Everaldo","idade","45 a 54",2
"2014-03-17","intencao_estimulada","Aécio Neves","idade","55 ou mais",13
"2014-03-17","intencao_estimulada","Branco e Nulo","idade","55 ou mais",22
"2014-03-17","intencao_estimulada","Dilma Rousseff","idade","55 ou mais",41
"2014-03-17","intencao_estimulada","Eduardo Campos","idade","55 ou mais",6
"2014-03-17","intencao_estimulada","NS/NR*","idade","55 ou mais",16
"2014-03-17","intencao_estimulada","Outros","idade","55 ou mais",1
"2014-03-17","intencao_estimulada","Pastor Everaldo","idade","55 ou mais",2
"2014-03-17","desejo_mudanca","Quer mudança","idade","16 a 24",68
"2014-03-17","desejo_mudanca","Quer continuidade","idade","16 a 24",29
"2014-03-17","desejo_mudanca","NS/NR*","idade","16 a 24",3
"2014-03-17","desejo_mudanca","Quer mudança","idade","25 a 34",62
"2014-03-17","desejo_mudanca","Quer continuidade","idade","25 a 34",35
"2014-03-17","desejo_mudanca","NS/NR*","idade","25 a 34",3
"2014-03-17","desejo_mudanca","Quer mudança","idade","35 a 44",65
"2014-03-17","desejo_mudanca","Quer continuidade","idade","35 a 44",33
"2014-03-17","desejo_mudanca","NS/NR*","idade","35 a 44",2
"2014-03-17","desejo_mudanca","Quer mudança","idade","45 a 54",63
"2014-03-17","desejo_mudanca","Quer continuidade","idade","45 a 54",33
"2014-03-17","desejo_mudanca","NS/NR*","idade","45 a 54",4
"2014-03-17","desejo_mudanca","Quer mudança","idade","55 ou mais",62
"2014-03-17","desejo_mudanca","Quer continuidade","idade","55 ou mais",33
"2014-03-17","desejo_mudanca","NS/NR*","idade","55 ou mais",5
"2014-03-17","2turno_aecio","Aécio Neves","idade","16 a 24",18
"2014-03-17","2turno_aecio","Branco e Nulo","idade","16 a 24",22
"2014-03-17","2turno_aecio","Dilma Rousseff","idade","16 a 24",50
"2014-03-17","2turno_aecio","NS/NR*","idade","16 a 24",11
"2014-03-17","2turno_aecio","Aécio Neves","idade","25 a 34",19
"2014-03-17","2turno_aecio","Branco e Nulo","idade","25 a 34",26
"2014-03-17","2turno_aecio","Dilma Rousseff","idade","25 a 34",48
"2014-03-17","2turno_aecio","NS/NR*","idade","25 a 34",7
"2014-03-17","2turno_aecio","Aécio Neves","idade","35 a 44",20
"2014-03-17","2turno_aecio","Branco e Nulo","idade","35 a 44",25
"2014-03-17","2turno_aecio","Dilma Rousseff","idade","35 a 44",47
"2014-03-17","2turno_aecio","NS/NR*","idade","35 a 44",8
"2014-03-17","2turno_aecio","Aécio Neves","idade","45 a 54",24
"2014-03-17","2turno_aecio","Branco e Nulo","idade","45 a 54",26
"2014-03-17","2turno_aecio","Dilma Rousseff","idade","45 a 54",43
"2014-03-17","2turno_aecio","NS/NR*","idade","45 a 54",6
"2014-03-17","2turno_aecio","Aécio Neves","idade","55 ou mais",18
"2014-03-17","2turno_aecio","Branco e Nulo","idade","55 ou mais",24
"2014-03-17","2turno_aecio","Dilma Rousseff","idade","55 ou mais",45
"2014-03-17","2turno_aecio","NS/NR*","idade","55 ou mais",13
"2014-03-17","2turno_campos","Branco e Nulo","idade","16 a 24",23
"2014-03-17","2turno_campos","Dilma Rousseff","idade","16 a 24",49
"2014-03-17","2turno_campos","Eduardo Campos","idade","16 a 24",18
"2014-03-17","2turno_campos","NS/NR*","idade","16 a 24",11
"2014-03-17","2turno_campos","Branco e Nulo","idade","25 a 34",27
"2014-03-17","2turno_campos","Dilma Rousseff","idade","25 a 34",48
"2014-03-17","2turno_campos","Eduardo Campos","idade","25 a 34",15
"2014-03-17","2turno_campos","NS/NR*","idade","25 a 34",9
"2014-03-17","2turno_campos","Branco e Nulo","idade","35 a 44",27
"2014-03-17","2turno_campos","Dilma Rousseff","idade","35 a 44",48
"2014-03-17","2turno_campos","Eduardo Campos","idade","35 a 44",15
"2014-03-17","2turno_campos","NS/NR*","idade","35 a 44",10
"2014-03-17","2turno_campos","Branco e Nulo","idade","45 a 54",27
"2014-03-17","2turno_campos","Dilma Rousseff","idade","45 a 54",47
"2014-03-17","2turno_campos","Eduardo Campos","idade","45 a 54",19
"2014-03-17","2turno_campos","NS/NR*","idade","45 a 54",8
"2014-03-17","2turno_campos","Branco e Nulo","idade","55 ou mais",27
"2014-03-17","2turno_campos","Dilma Rousseff","idade","55 ou mais",46
"2014-03-17","2turno_campos","Eduardo Campos","idade","55 ou mais",12
"2014-03-17","2turno_campos","NS/NR*","idade","55 ou mais",15
"2014-03-17","vida_hoje","Satisfeito","escolaridade","Fundamental 1",80
"2014-03-17","vida_hoje","Insatisfeito","escolaridade","Fundamental 1",20
"2014-03-17","vida_hoje","NS/NR*","escolaridade","Fundamental 1",1
"2014-03-17","vida_hoje","Satisfeito","escolaridade","Fundamental 2",78
"2014-03-17","vida_hoje","Insatisfeito","escolaridade","Fundamental 2",21
"2014-03-17","vida_hoje","NS/NR*","escolaridade","Fundamental 2",0
"2014-03-17","vida_hoje","Satisfeito","escolaridade","Medio",81
"2014-03-17","vida_hoje","Insatisfeito","escolaridade","Medio",19
"2014-03-17","vida_hoje","NS/NR*","escolaridade","Medio",1
"2014-03-17","vida_hoje","Satisfeito","escolaridade","Superior",82
"2014-03-17","vida_hoje","Insatisfeito","escolaridade","Superior",17
"2014-03-17","vida_hoje","NS/NR*","escolaridade","Superior",0
"2014-03-17","interesse","Tem muito interesse","escolaridade","Fundamental 1",17
"2014-03-17","interesse","Tem médio interesse","escolaridade","Fundamental 1",33
"2014-03-17","interesse","Não tem interesse","escolaridade","Fundamental 1",46
"2014-03-17","interesse","NS/NR*","escolaridade","Fundamental 1",3
"2014-03-17","interesse","Tem muito interesse","escolaridade","Fundamental 2",18
"2014-03-17","interesse","Tem médio interesse","escolaridade","Fundamental 2",40
"2014-03-17","interesse","Não tem interesse","escolaridade","Fundamental 2",41
"2014-03-17","interesse","NS/NR*","escolaridade","Fundamental 2",1
"2014-03-17","interesse","Tem muito interesse","escolaridade","Medio",20
"2014-03-17","interesse","Tem médio interesse","escolaridade","Medio",39
"2014-03-17","interesse","Não tem interesse","escolaridade","Medio",39
"2014-03-17","interesse","NS/NR*","escolaridade","Medio",2
"2014-03-17","interesse","Tem muito interesse","escolaridade","Superior",27
"2014-03-17","interesse","Tem médio interesse","escolaridade","Superior",40
"2014-03-17","interesse","Não tem interesse","escolaridade","Superior",32
"2014-03-17","interesse","NS/NR*","escolaridade","Superior",1
"2014-03-17","intencao_espontanea","Aécio Neves","escolaridade","Fundamental 1",6
"2014-03-17","intencao_espontanea","Branco e Nulo","escolaridade","Fundamental 1",14
"2014-03-17","intencao_espontanea","Dilma Rousseff","escolaridade","Fundamental 1",28
"2014-03-17","intencao_espontanea","Eduardo Campos","escolaridade","Fundamental 1",2
"2014-03-17","intencao_espontanea","Lula","escolaridade","Fundamental 1",8
"2014-03-17","intencao_espontanea","Marina Silva","escolaridade","Fundamental 1",1
"2014-03-17","intencao_espontanea","NS/NR*","escolaridade","Fundamental 1",39
"2014-03-17","intencao_espontanea","Outros","escolaridade","Fundamental 1",2
"2014-03-17","intencao_espontanea","Aécio Neves","escolaridade","Fundamental 2",4
"2014-03-17","intencao_espontanea","Branco e Nulo","escolaridade","Fundamental 2",19
"2014-03-17","intencao_espontanea","Dilma Rousseff","escolaridade","Fundamental 2",23
"2014-03-17","intencao_espontanea","Eduardo Campos","escolaridade","Fundamental 2",4
"2014-03-17","intencao_espontanea","Lula","escolaridade","Fundamental 2",8
"2014-03-17","intencao_espontanea","Marina Silva","escolaridade","Fundamental 2",2
"2014-03-17","intencao_espontanea","NS/NR*","escolaridade","Fundamental 2",36
"2014-03-17","intencao_espontanea","Outros","escolaridade","Fundamental 2",4
"2014-03-17","intencao_espontanea","Aécio Neves","escolaridade","Medio",6
"2014-03-17","intencao_espontanea","Branco e Nulo","escolaridade","Medio",19
"2014-03-17","intencao_espontanea","Dilma Rousseff","escolaridade","Medio",24
"2014-03-17","intencao_espontanea","Eduardo Campos","escolaridade","Medio",2
"2014-03-17","intencao_espontanea","Lula","escolaridade","Medio",8
"2014-03-17","intencao_espontanea","Marina Silva","escolaridade","Medio",2
"2014-03-17","intencao_espontanea","NS/NR*","escolaridade","Medio",36
"2014-03-17","intencao_espontanea","Outros","escolaridade","Medio",2
"2014-03-17","intencao_espontanea","Aécio Neves","escolaridade","Superior",10
"2014-03-17","intencao_espontanea","Branco e Nulo","escolaridade","Superior",20
"2014-03-17","intencao_espontanea","Dilma Rousseff","escolaridade","Superior",15
"2014-03-17","intencao_espontanea","Eduardo Campos","escolaridade","Superior",4
"2014-03-17","intencao_espontanea","Lula","escolaridade","Superior",4
"2014-03-17","intencao_espontanea","Marina Silva","escolaridade","Superior",5
"2014-03-17","intencao_espontanea","NS/NR*","escolaridade","Superior",37
"2014-03-17","intencao_espontanea","Outros","escolaridade","Superior",5
"2014-03-17","intencao_estimulada","Aécio Neves","escolaridade","Fundamental 1",10
"2014-03-17","intencao_estimulada","Branco e Nulo","escolaridade","Fundamental 1",19
"2014-03-17","intencao_estimulada","Dilma Rousseff","escolaridade","Fundamental 1",47
"2014-03-17","intencao_estimulada","Eduardo Campos","escolaridade","Fundamental 1",4
"2014-03-17","intencao_estimulada","NS/NR*","escolaridade","Fundamental 1",17
"2014-03-17","intencao_estimulada","Outros","escolaridade","Fundamental 1",1
"2014-03-17","intencao_estimulada","Pastor Everaldo","escolaridade","Fundamental 1",2
"2014-03-17","intencao_estimulada","Aécio Neves","escolaridade","Fundamental 2",11
"2014-03-17","intencao_estimulada","Branco e Nulo","escolaridade","Fundamental 2",24
"2014-03-17","intencao_estimulada","Dilma Rousseff","escolaridade","Fundamental 2",42
"2014-03-17","intencao_estimulada","Eduardo Campos","escolaridade","Fundamental 2",7
"2014-03-17","intencao_estimulada","NS/NR*","escolaridade","Fundamental 2",10
"2014-03-17","intencao_estimulada","Outros","escolaridade","Fundamental 2",2
"2014-03-17","intencao_estimulada","Pastor Everaldo","escolaridade","Fundamental 2",3
"2014-03-17","intencao_estimulada","Aécio Neves","escolaridade","Medio",14
"2014-03-17","intencao_estimulada","Branco e Nulo","escolaridade","Medio",26
"2014-03-17","intencao_estimulada","Dilma Rousseff","escolaridade","Medio",40
"2014-03-17","intencao_estimulada","Eduardo Campos","escolaridade","Medio",6
"2014-03-17","intencao_estimulada","NS/NR*","escolaridade","Medio",10
"2014-03-17","intencao_estimulada","Outros","escolaridade","Medio",1
"2014-03-17","intencao_estimulada","Pastor Everaldo","escolaridade","Medio",3
"2014-03-17","intencao_estimulada","Aécio Neves","escolaridade","Superior",21
"2014-03-17","intencao_estimulada","Branco e Nulo","escolaridade","Superior",27
"2014-03-17","intencao_estimulada","Dilma Rousseff","escolaridade","Superior",27
"2014-03-17","intencao_estimulada","Eduardo Campos","escolaridade","Superior",10
"2014-03-17","intencao_estimulada","NS/NR*","escolaridade","Superior",12
"2014-03-17","intencao_estimulada","Outros","escolaridade","Superior",2
"2014-03-17","intencao_estimulada","Pastor Everaldo","escolaridade","Superior",2
"2014-03-17","desejo_mudanca","Quer mudança","escolaridade","Fundamental 1",57
"2014-03-17","desejo_mudanca","Quer continuidade","escolaridade","Fundamental 1",37
"2014-03-17","desejo_mudanca","NS/NR*","escolaridade","Fundamental 1",6
"2014-03-17","desejo_mudanca","Quer mudança","escolaridade","Fundamental 2",62
"2014-03-17","desejo_mudanca","Quer continuidade","escolaridade","Fundamental 2",35
"2014-03-17","desejo_mudanca","NS/NR*","escolaridade","Fundamental 2",3
"2014-03-17","desejo_mudanca","Quer mudança","escolaridade","Medio",65
"2014-03-17","desejo_mudanca","Quer continuidade","escolaridade","Medio",32
"2014-03-17","desejo_mudanca","NS/NR*","escolaridade","Medio",3
"2014-03-17","desejo_mudanca","Quer mudança","escolaridade","Superior",73
"2014-03-17","desejo_mudanca","Quer continuidade","escolaridade","Superior",24
"2014-03-17","desejo_mudanca","NS/NR*","escolaridade","Superior",2
"2014-03-17","2turno_aecio","Aécio Neves","escolaridade","Fundamental 1",16
"2014-03-17","2turno_aecio","Branco e Nulo","escolaridade","Fundamental 1",19
"2014-03-17","2turno_aecio","Dilma Rousseff","escolaridade","Fundamental 1",52
"2014-03-17","2turno_aecio","NS/NR*","escolaridade","Fundamental 1",13
"2014-03-17","2turno_aecio","Aécio Neves","escolaridade","Fundamental 2",18
"2014-03-17","2turno_aecio","Branco e Nulo","escolaridade","Fundamental 2",24
"2014-03-17","2turno_aecio","Dilma Rousseff","escolaridade","Fundamental 2",50
"2014-03-17","2turno_aecio","NS/NR*","escolaridade","Fundamental 2",7
"2014-03-17","2turno_aecio","Aécio Neves","escolaridade","Medio",20
"2014-03-17","2turno_aecio","Branco e Nulo","escolaridade","Medio",26
"2014-03-17","2turno_aecio","Dilma Rousseff","escolaridade","Medio",46
"2014-03-17","2turno_aecio","NS/NR*","escolaridade","Medio",8
"2014-03-17","2turno_aecio","Aécio Neves","escolaridade","Superior",28
"2014-03-17","2turno_aecio","Branco e Nulo","escolaridade","Superior",30
"2014-03-17","2turno_aecio","Dilma Rousseff","escolaridade","Superior",34
"2014-03-17","2turno_aecio","NS/NR*","escolaridade","Superior",7
"2014-03-17","2turno_campos","Branco e Nulo","escolaridade","Fundamental 1",20
"2014-03-17","2turno_campos","Dilma Rousseff","escolaridade","Fundamental 1",54
"2014-03-17","2turno_campos","Eduardo Campos","escolaridade","Fundamental 1",11
"2014-03-17","2turno_campos","NS/NR*","escolaridade","Fundamental 1",14
"2014-03-17","2turno_campos","Branco e Nulo","escolaridade","Fundamental 2",26
"2014-03-17","2turno_campos","Dilma Rousseff","escolaridade","Fundamental 2",50
"2014-03-17","2turno_campos","Eduardo Campos","escolaridade","Fundamental 2",16
"2014-03-17","2turno_campos","NS/NR*","escolaridade","Fundamental 2",8
"2014-03-17","2turno_campos","Branco e Nulo","escolaridade","Medio",28
"2014-03-17","2turno_campos","Dilma Rousseff","escolaridade","Medio",46
"2014-03-17","2turno_campos","Eduardo Campos","escolaridade","Medio",16
"2014-03-17","2turno_campos","NS/NR*","escolaridade","Medio",10
"2014-03-17","2turno_campos","Branco e Nulo","escolaridade","Superior",33
"2014-03-17","2turno_campos","Dilma Rousseff","escolaridade","Superior",36
"2014-03-17","2turno_campos","Eduardo Campos","escolaridade","Superior",22
"2014-03-17","2turno_campos","NS/NR*","escolaridade","Superior",9
"2014-03-17","vida_hoje","Satisfeito","renda_familiar","Mais de 5",87
"2014-03-17","vida_hoje","Insatisfeito","renda_familiar","Mais de 5",12
"2014-03-17","vida_hoje","NS/NR*","renda_familiar","Mais de 5",1
"2014-03-17","vida_hoje","Satisfeito","renda_familiar","2 a 5",82
"2014-03-17","vida_hoje","Insatisfeito","renda_familiar","2 a 5",18
"2014-03-17","vida_hoje","NS/NR*","renda_familiar","2 a 5",0
"2014-03-17","vida_hoje","Satisfeito","renda_familiar","1 a 2",79
"2014-03-17","vida_hoje","Insatisfeito","renda_familiar","1 a 2",20
"2014-03-17","vida_hoje","NS/NR*","renda_familiar","1 a 2",1
"2014-03-17","vida_hoje","Satisfeito","renda_familiar","Ate 1",74
"2014-03-17","vida_hoje","Insatisfeito","renda_familiar","Ate 1",26
"2014-03-17","vida_hoje","NS/NR*","renda_familiar","Ate 1",0
"2014-03-17","interesse","Tem muito interesse","renda_familiar","Mais de 5",30
"2014-03-17","interesse","Tem médio interesse","renda_familiar","Mais de 5",37
"2014-03-17","interesse","Não tem interesse","renda_familiar","Mais de 5",32
"2014-03-17","interesse","NS/NR*","renda_familiar","Mais de 5",1
"2014-03-17","interesse","Tem muito interesse","renda_familiar","2 a 5",18
"2014-03-17","interesse","Tem médio interesse","renda_familiar","2 a 5",37
"2014-03-17","interesse","Não tem interesse","renda_familiar","2 a 5",43
"2014-03-17","interesse","NS/NR*","renda_familiar","2 a 5",2
"2014-03-17","interesse","Tem muito interesse","renda_familiar","1 a 2",13
"2014-03-17","interesse","Tem médio interesse","renda_familiar","1 a 2",44
"2014-03-17","interesse","Não tem interesse","renda_familiar","1 a 2",41
"2014-03-17","interesse","NS/NR*","renda_familiar","1 a 2",2
"2014-03-17","interesse","Tem muito interesse","renda_familiar","Ate 1",21
"2014-03-17","interesse","Tem médio interesse","renda_familiar","Ate 1",32
